indicx,no_cidade
"64.83","Santa Tereza do Oeste"
"40.33","Monsenhor Gil"
"83.33","Planalto Alegre"
"56.25","Pedras Altas"
"78.80","Carmo do Rio Claro"
"68.75","Almirante Tamandaré do Sul"
"79.81","Canela"
"41.55","Amélia Rodrigues"
"100.00","Minduri"
"60.86","Ponte Serrada"
"39.10","Wanderley"
"56.14","Laguna Carapã"
"33.93","Joaquim Pires"
"52.89","Japaratuba"
"80.86","Vera Cruz do Oeste"
"25.71","Juvenília"
"38.85","Cardeal da Silva"
"60.33","Murici"
"87.73","Bicas"
"57.91","Caruaru"
"6.80","Uiramutã"
"50.00","Paulistas"
"96.17","Moreira Sales"
"100.00","Coqueiro Baixo"
"83.67","Sabáudia"
"66.66","Laranjal"
"72.38","Araxá"
"22.41","Cícero Dantas"
"88.33","Piacatu"
"73.08","Pedra Branca"
"76.49","Boa Esperança"
"64.44","Alto Boa Vista"
"56.12","Nova Bandeirantes"
"39.47","Sítio Novo do Tocantins"
"85.04","Cezarina"
"93.70","Porto Real"
"93.91","Lucas do Rio Verde"
"59.01","Lindoeste"
"68.42","Pratinha"
"40.17","Januária"
"24.05","Mascote"
"63.07","Mendes Pimentel"
"29.68","Wall Ferraz"
"29.80","São José de Ribamar"
"62.00","Lagoa"
"14.61","Floresta do Araguaia"
"81.25","Claraval"
"40.00","Siderópolis"
"85.91","Cosmorama"
"57.71","Amaraji"
"16.16","Baraúna"
"81.81","Coronel Macedo"
"48.31","Itacuruba"
"82.69","Vieiras"
"74.28","Balsa Nova"
"91.17","Paracatu"
"24.00","Bom Jesus da Lapa"
"95.00","Miraselva"
"65.71","Cerro Negro"
"80.00","Boa Vista do Sul"
"35.28","Itaíba"
"92.59","Harmonia"
"75.00","Diogo de Vasconcelos"
"38.63","Comercinho"
"75.51","Cambuquira"
"96.09","Nova Prata do Iguaçu"
"64.00","Riachão do Bacamarte"
"25.86","São João do Paraíso"
"85.00","Guaporema"
"85.47","Garibaldi"
"47.23","São Francisco"
"79.07","Santa Terezinha de Itaipu"
"62.42","Brejetuba"
"85.00","Capitão"
"12.50","Grajaú"
"96.70","Nova Granada"
"80.00","Taparuba"
"53.63","Divinópolis do Tocantins"
"79.72","Progresso"
"92.85","Embaúba"
"33.72","Pintadas"
"80.00","Barra D'Alcântara"
"49.36","São Julião"
"85.45","Resende"
"64.28","Ibirapuitã"
"90.49","Votuporanga"
"83.33","Ouro Verde"
"78.12","Camaquã"
"43.47","Saboeiro"
"79.01","Montadas"
"38.92","Jacobina"
"15.37","Pacajá"
"39.53","Paranã"
"51.84","Sant'Ana do Livramento"
"38.11","Duque Bacelar"
"77.58","Alfredo Chaves"
"56.54","Uibaí"
"75.11","Presidente Venceslau"
"96.87","Alecrim"
"62.56","Ipu"
"46.00","Monte das Gameleiras"
"46.69","Goianinha"
"33.57","Conceição do Araguaia"
"67.94","Cocalinho"
"83.55","Lençóis Paulista"
"81.75","Três Pontas"
"41.88","Chã Preta"
"40.55","União"
"33.78","Marapanim"
"85.48","Lupércio"
"39.66","Timbó Grande"
"75.48","Patrocínio"
"61.06","Senador Sá"
"55.39","Panelas"
"73.38","Itajubá"
"78.81","São Carlos"
"76.66","Itaóca"
"71.08","Iporá"
"19.17","Filadélfia"
"81.25","Presidente Lucena"
"44.51","Marechal Deodoro"
"39.48","Tacaimbó"
"96.24","Andrelândia"
"75.86","Coronel Pacheco"
"22.90","Cumaru do Norte"
"76.92","Paracambi"
"80.24","Braganey"
"70.87","Tenente Laurentino Cruz"
"85.23","Venâncio Aires"
"89.18","Neves Paulista"
"18.63","Careiro"
"61.84","Ouro Verde do Oeste"
"54.66","Moreilândia"
"50.70","Conceição do Canindé"
"33.33","Teodoro Sampaio"
"74.50","Iguaraçu"
"67.64","São Francisco"
"65.45","Conselheiro Mairinck"
"37.03","Aguiarnópolis"
"86.52","Alpinópolis"
"81.90","Igrejinha"
"44.18","Maravilha"
"85.00","Fagundes Varela"
"25.25","Cametá"
"36.00","Demerval Lobão"
"37.01","Tailândia"
"93.18","Frei Martinho"
"44.61","Santa Rita de Cássia"
"86.00","Barão de Monte Alto"
"80.00","Orizânia"
"71.11","Logradouro"
"88.03","Rolante"
"73.39","São Gabriel"
"76.19","Capela de Santana"
"53.19","Ouro Velho"
"43.02","Lagoa de São Francisco"
"78.57","Salto do Jacuí"
"44.96","Bodoquena"
"52.53","Felixlândia"
"89.24","Itamonte"
"16.66","Uarini"
"60.00","Pacatuba"
"36.75","Serrinha"
"64.70","Maquiné"
"74.32","Guaraci"
"29.38","Canudos"
"60.92","Tabocas do Brejo Velho"
"57.50","Tiradentes"
"27.58","Palestina"
"51.02","Pugmil"
"71.25","Nova Londrina"
"57.69","São Valentim"
"80.00","Tuparendi"
"49.70","Cupira"
"61.81","Curvelândia"
"74.61","Carazinho"
"80.76","Artur Nogueira"
"58.75","Marilena"
"45.96","Tarrafas"
"94.44","Bom Progresso"
"85.28","São Caetano do Sul"
"52.00","Nova América"
"80.00","Planalto da Serra"
"58.97","Natividade"
"76.78","Toledo"
"30.71","Barreirinha"
"48.57","Feira da Mata"
"66.66","Tapira"
"68.95","São Gabriel da Palha"
"79.80","Cruz Alta"
"19.85","Beruri"
"60.00","Baldim"
"22.35","Quatipuru"
"85.13","Catas Altas"
"8.68","Novo Repartimento"
"69.66","Cotia"
"55.00","Ribeira do Piauí"
"49.46","Formosa do Rio Preto"
"55.00","Pedro Teixeira"
"40.35","Maçambará"
"51.61","Doutor Ulysses"
"100.00","Dois Lajeados"
"40.42","Joaquim Felício"
"65.57","Buritis"
"79.66","Santa Rosa"
"70.50","Presidente Prudente"
"17.88","Barra"
"69.01","Ituiutaba"
"55.34","Aquidauana"
"40.39","Capitão Enéas"
"98.33","Flor da Serra do Sul"
"69.71","Guarulhos"
"59.86","Santa Teresinha"
"62.22","Pimenteiras do Oeste"
"10.00","São Miguel do Fidalgo"
"56.99","Aracaju"
"24.00","São João da Fronteira"
"26.78","Boa Vista do Tupim"
"48.03","Governador Luiz Rocha"
"53.35","Cachoeirinha"
"48.98","Barra dos Coqueiros"
"65.28","Camapuã"
"24.19","Alvarães"
"45.44","São Cristóvão"
"21.47","Xapuri"
"55.55","Floresta do Piauí"
"48.06","Chorozinho"
"57.89","Guaraíta"
"69.79","Erechim"
"76.89","Leme"
"27.27","Lizarda"
"62.31","Morada Nova de Minas"
"63.63","Cerrito"
"42.43","Penedo"
"24.16","Novo Horizonte do Oeste"
"40.18","Lagoa da Canoa"
"64.39","Dobrada"
"37.44","Ipecaetá"
"86.36","Cristianópolis"
"33.02","Igarapé-Miri"
"71.42","São Martinho"
"76.00","Vila Nova do Sul"
"64.00","Campo Azul"
"72.09","São Braz do Piauí"
"46.40","Toritama"
"49.18","Maceió"
"94.82","São Simão"
"46.75","Meleiro"
"91.30","Nova Lima"
"73.51","Tremembé"
"92.64","Janiópolis"
"79.05","Frei Paulo"
"23.30","Montes Altos"
"88.46","São Roque de Minas"
"82.71","Potiretama"
"62.42","Canoas"
"64.70","Pires Ferreira"
"44.83","Santa Izabel do Pará"
"78.05","Bauru"
"78.72","Macambira"
"59.25","São José do Barreiro"
"74.89","Barrinha"
"66.27","Britânia"
"57.14","Verdejante"
"75.17","Martinópolis"
"67.71","Jurema"
"44.44","Carrapateira"
"65.78","Marliéria"
"75.43","Santo Antônio da Barra"
"3.84","São Miguel da Baixa Grande"
"52.47","Japi"
"63.77","Salto Grande"
"81.69","Luiz Alves"
"77.86","Campo Alegre"
"92.59","Jaci"
"19.47","Augusto Corrêa"
"65.03","Rio Verde"
"92.40","Campo Novo"
"60.40","Reriutaba"
"63.56","Pedro de Toledo"
"44.89","Simolândia"
"70.78","Marquinho"
"20.21","Parnaguá"
"63.12","Uruoca"
"80.00","Ibiassucê"
"41.93","Aurora do Tocantins"
"79.59","Porteiras"
"73.68","Palmelo"
"75.00","Assaré"
"81.47","Ribeirão Pires"
"89.13","Tupandi"
"83.33","Marcelino Ramos"
"59.58","Riacho dos Machados"
"77.30","Fronteira"
"77.15","Frecheirinha"
"45.72","Capoeiras"
"62.16","Ubarana"
"72.35","Boa Vista"
"80.33","Capivari"
"66.66","Coxilha"
"42.62","Pendências"
"87.32","Americano do Brasil"
"86.36","Morrinhos do Sul"
"43.38","São Miguel dos Milagres"
"31.13","Colônia Leopoldina"
"76.59","Caxambu do Sul"
"58.20","Guaiúba"
"78.46","Baependi"
"78.99","Quatro Barras"
"88.23","Alto Bela Vista"
"34.31","Santana do Ipanema"
"43.69","Itaeté"
"44.98","Aliança"
"66.47","Luís Gomes"
"69.04","Tenório"
"70.31","Santa Maria do Salto"
"68.90","Virgínia"
"30.55","Ipueiras"
"43.58","Major Isidoro"
"79.34","Encantado"
"70.68","Ampére"
"56.16","Botumirim"
"31.51","Açailândia"
"54.83","Santa Rosa de Lima"
"82.35","Tio Hugo"
"94.59","Santo Cristo"
"86.44","Aiuruoca"
"63.28","Bonito"
"94.59","Guaíra"
"66.32","Jaraguá"
"81.48","Machadinho"
"68.08","São Gotardo"
"35.25","Tangará da Serra"
"64.51","Serra Azul de Minas"
"70.96","Dilermando de Aguiar"
"55.03","Colíder"
"61.67","São Romão"
"52.01","São Luiz Gonzaga"
"87.34","Pedregulho"
"31.72","Senador Rui Palmeira"
"56.60","Messias Targino"
"46.02","Mata Roma"
"65.34","Juquiá"
"55.11","Missão Velha"
"73.84","Estiva Gerbi"
"84.09","Cedral"
"76.34","Vargem Grande Paulista"
"62.41","Bom Jesus de Goiás"
"63.82","Novo Mundo"
"42.39","Quixabeira"
"93.87","Marumbi"
"4.76","Fernando Falcão"
"54.54","Paraíso do Sul"
"9.40","Japurá"
"76.31","Estrela do Indaiá"
"93.87","Santa Bárbara do Sul"
"54.28","Calmon"
"48.38","Campo Florido"
"21.62","Godofredo Viana"
"81.66","Durandé"
"23.11","Manoel Urbano"
"90.29","Santa Helena de Goiás"
"6.81","São Domingos do Azeitão"
"11.00","Araioses"
"54.05","Estrela Dalva"
"72.23","União da Vitória"
"81.40","Itapuranga"
"61.66","Nossa Senhora de Nazaré"
"12.44","Concórdia do Pará"
"80.28","Oriente"
"64.35","Parnamirim"
"25.16","Buerarema"
"18.58","Carolina"
"38.05","Apuarema"
"81.94","Palma"
"79.68","Pancas"
"96.96","Presidente Castelo Branco"
"58.57","Mundo Novo"
"82.14","Anchieta"
"10.28","Aldeias Altas"
"43.42","Jaqueira"
"60.00","Jaboticatubas"
"47.00","Miraíma"
"19.00","Jutaí"
"25.86","Inhambupe"
"27.04","Lençóis"
"78.57","Cumari"
"95.48","Iacanga"
"51.76","Barro Alto"
"95.57","Marau"
"26.21","Santa Bárbara"
"60.50","Antônio Carlos"
"66.89","Bocaiúva do Sul"
"73.23","Alto Caparaó"
"94.73","Maratá"
"18.63","Matinha"
"24.10","Breu Branco"
"36.99","Iati"
"75.00","Narandiba"
"63.04","Serra do Salitre"
"32.46","Capixaba"
"87.43","Altinópolis"
"41.66","Coxixola"
"82.35","Miraguaí"
"76.19","Itabirinha"
"63.01","Entre Folhas"
"48.38","Santa Cruz do Capibaribe"
"77.15","Braço do Norte"
"16.66","Rodrigues Alves"
"21.73","Acauã"
"25.36","Prainha"
"84.74","Dom Silvério"
"94.98","Santa Vitória"
"66.16","Morada Nova"
"84.76","Auriflama"
"88.88","Passabém"
"72.28","Imbaú"
"84.00","Itambaracá"
"93.35","Picuí"
"52.38","Novo Alegre"
"27.27","Epitaciolândia"
"69.31","São Gonçalo do Rio Abaixo"
"31.76","Capinzal do Norte"
"100.00","Serra da Saudade"
"54.90","Catolândia"
"80.45","Carbonita"
"78.57","Lagoa Bonita do Sul"
"13.01","Anajatuba"
"70.69","Nova Andradina"
"78.57","Lagoa do Sítio"
"81.19","Castilho"
"68.05","Solonópole"
"71.91","Guareí"
"39.28","Araçaí"
"64.28","Benjamin Constant do Sul"
"44.30","Barra do Ouro"
"72.04","Pratápolis"
"27.27","Palmeirante"
"20.56","Sampaio"
"48.64","Caatiba"
"77.20","São Miguel Arcanjo"
"94.44","Santa Rita d'Oeste"
"91.66","Vanini"
"75.75","Palestina de Goiás"
"34.51","Santana do Araguaia"
"31.19","Simão Dias"
"89.89","Alvorada do Sul"
"29.38","Presidente Tancredo Neves"
"55.26","Urucânia"
"71.36","Queimadas"
"42.18","Manaquiri"
"67.56","São José do Hortêncio"
"45.71","Pedro Laurentino"
"75.00","Caseiros"
"67.01","Cristália"
"66.45","Santo Antônio de Pádua"
"69.56","Coronel Barros"
"59.82","Salto da Divisa"
"53.73","Inhaúma"
"66.66","Ichu"
"52.17","Veredinha"
"86.66","Presidente Bernardes"
"76.92","Davinópolis"
"20.56","Ferreira Gomes"
"68.91","Itajá"
"48.07","Timbaúba"
"55.38","Coronel João Pessoa"
"51.61","Teresina"
"62.76","Ponto Belo"
"77.58","Tiros"
"35.93","Santa Maria"
"92.06","Cerquilho"
"88.88","Estação"
"90.29","São José de Ubá"
"45.45","Medeiros Neto"
"64.59","Alto Taquari"
"85.54","Nova Ponte"
"78.12","Santo Antônio da Alegria"
"90.34","Votorantim"
"87.99","Iguatu"
"51.73","Lagoa Nova"
"93.58","Pérola d'Oeste"
"54.78","Barra do Turvo"
"16.11","Turiaçu"
"67.07","Vitor Meireles"
"58.37","Campo Maior"
"81.48","Presidente Olegário"
"31.81","Padre Marcos"
"66.66","Pedras Grandes"
"44.44","Campinorte"
"32.14","Araguatins"
"71.17","Vitória de Santo Antão"
"35.53","Xexéu"
"58.25","Águas Formosas"
"10.67","Feijó"
"42.81","Tucuruí"
"37.71","Marituba"
"79.64","Itupeva"
"73.46","Mombuca"
"76.61","Itaí"
"87.32","Ubirajara"
"36.36","Poções"
"54.66","Bom Jesus do Norte"
"73.91","Matinhas"
"100.00","Pareci Novo"
"92.85","Tabaporã"
"21.32","Nova Esperança do Piriá"
"31.36","Raposa"
"69.86","Petrolândia"
"77.77","São Bento do Sapucaí"
"88.68","Mafra"
"55.00","Umburatiba"
"55.20","Colônia do Gurguéia"
"47.70","Novo Gama"
"82.05","Areial"
"75.62","Coreaú"
"27.58","Joaíma"
"69.72","Alto Rio Novo"
"88.00","Guarani das Missões"
"79.43","São João"
"53.47","Campos Belos"
"37.97","Várzea Branca"
"23.69","Presidente Juscelino"
"32.89","Cajapió"
"80.43","Presidente Alves"
"34.31","Arês"
"35.89","Gararu"
"65.21","São Miguel das Missões"
"67.98","Cunha"
"50.23","Diamantina"
"64.13","Caetés"
"14.89","Cândido Mendes"
"37.79","Eunápolis"
"63.28","Santo Antônio da Patrulha"
"63.96","Ouro Preto do Oeste"
"7.85","Igarapé do Meio"
"89.61","Sales"
"18.04","Madeiro"
"76.66","Anaurilândia"
"65.05","Varjota"
"71.42","Petrolina de Goiás"
"13.09","São Gabriel da Cachoeira"
"29.85","Aiquara"
"40.20","Agrestina"
"49.52","Araçagi"
"81.71","Farroupilha"
"82.44","Mozarlândia"
"60.41","Piranga"
"40.62","Centenário"
"25.32","Iracema"
"58.33","Pescador"
"49.41","Assunção do Piauí"
"47.87","Juazeiro"
"69.85","Santa Vitória do Palmar"
"73.33","São José dos Ausentes"
"81.48","Córrego do Ouro"
"82.07","Boqueirão do Leão"
"77.11","São Paulo"
"78.94","Guidoval"
"58.22","Ataléia"
"33.33","Tupiratins"
"44.59","Teotônio Vilela"
"46.09","Anápolis"
"11.70","Santa Rosa do Purus"
"81.77","Guapiaçu"
"75.00","Rio Branco"
"54.74","Itaperuna"
"22.95","Vitória do Xingu"
"74.46","São José do Divino"
"23.80","Banzaê"
"96.69","Antônio Prado"
"51.75","Balneário Gaivota"
"63.15","Riozinho"
"73.91","Crixás do Tocantins"
"69.86","Piquete"
"77.50","Diamante D'Oeste"
"22.27","Itapicuru"
"62.92","Montividiu"
"28.02","Fonte Boa"
"41.30","Maraial"
"55.17","Sucupira"
"87.00","Ribeirão Grande"
"46.72","Araruama"
"96.77","Medianeira"
"90.12","Nova Olímpia"
"46.82","São Miguel do Guaporé"
"94.37","Capinópolis"
"69.64","Formigueiro"
"43.13","Jardim do Mulato"
"61.85","Pedra"
"85.18","Sud Mennucci"
"32.84","Afonso Bezerra"
"83.88","Andradas"
"66.98","Aparecida"
"87.12","Guaraci"
"62.96","Nova Nazaré"
"98.27","Liberato Salzano"
"57.63","Horizonte"
"62.50","Mossâmedes"
"42.37","Granjeiro"
"37.31","Dom Macedo Costa"
"25.82","Jandaíra"
"18.81","Setubinha"
"63.87","Três Marias"
"39.58","Barra do Quaraí"
"40.14","Padre Paraíso"
"63.80","Sousa"
"65.06","Taquara"
"72.41","Mariana Pimentel"
"14.47","Cutias"
"40.00","Joaquim Gomes"
"61.42","Cacaulândia"
"94.73","Sete de Setembro"
"35.82","Nísia Floresta"
"74.19","Bandeira do Sul"
"47.91","Paquetá"
"58.46","Wenceslau Braz"
"88.31","Irapuã"
"46.26","São Cristovão do Sul"
"51.35","Santana do Matos"
"85.71","Santo Antônio do Rio Abaixo"
"80.10","Entre Rios de Minas"
"95.00","Reserva do Cabaçal"
"100.00","Engenho Velho"
"83.87","Bom Sucesso do Sul"
"71.07","Arvorezinha"
"70.07","Castro"
"59.10","Iguaba Grande"
"52.17","União Paulista"
"55.41","Rio Bonito"
"45.16","Rio dos Bois"
"37.93","São Miguel de Taipu"
"56.75","Braúnas"
"36.32","Tomar do Geru"
"64.78","São João do Caiuá"
"67.76","Céu Azul"
"49.60","Novo Oriente de Minas"
"50.37","Chã Grande"
"26.97","São Francisco do Pará"
"68.36","Pedro Osório"
"32.92","Delmiro Gouveia"
"50.23","Urucuia"
"64.36","Serra Redonda"
"80.95","Ibiraiaras"
"89.01","Alto Santo"
"78.57","Alto Garças"
"72.82","Dom Aquino"
"32.80","Água Boa"
"80.00","Coronel Martins"
"61.53","Felipe Guerra"
"43.60","Mombaça"
"57.80","Ipaporanga"
"69.56","Santa Efigênia de Minas"
"26.28","São João Batista"
"60.97","Itaporã do Tocantins"
"74.25","Lajinha"
"66.29","Bom Jesus dos Perdões"
"96.82","Conceição de Ipanema"
"26.24","Roteiro"
"67.92","Indiavaí"
"79.59","Ivoti"
"80.28","Pilar do Sul"
"76.04","Felisburgo"
"78.37","Munhoz de Melo"
"52.17","Vera Cruz"
"21.61","Tracuateua"
"32.41","Paripueira"
"46.53","Guaraí"
"76.51","Cordeirópolis"
"23.22","Nova Timboteua"
"20.26","Tocantínia"
"87.50","Vespasiano Correa"
"56.94","Rio Pardo"
"77.58","Rio Negrinho"
"54.76","Nova Brasilândia"
"56.15","Paranatama"
"35.36","Marcionílio Souza"
"62.18","Curionópolis"
"32.95","Alagoinha do Piauí"
"50.21","Flexeiras"
"67.18","Santa Cruz de Salinas"
"38.23","Itaguari"
"84.00","Três Forquilhas"
"26.84","Alcobaça"
"44.29","Palmares"
"57.33","Sítio Novo"
"36.44","Pedro Afonso"
"95.00","Mampituba"
"33.33","Coronel Xavier Chaves"
"42.68","Lagoa de Pedras"
"53.00","Boca da Mata"
"42.85","Santa Cruz"
"86.23","Santa Bárbara d'Oeste"
"71.39","Monte Mor"
"39.50","Monte Horebe"
"64.00","Algodão de Jandaíra"
"23.46","Vitória do Mearim"
"79.75","Jaguaribara"
"74.46","Rio Brilhante"
"90.00","Atalaia"
"62.14","Bom Jardim"
"25.98","Alto Alegre dos Parecis"
"73.88","São João do Paraíso"
"36.29","Irará"
"80.00","Portão"
"58.13","Pojuca"
"27.74","Águas Belas"
"96.35","Adamantina"
"90.49","Porto Ferreira"
"89.28","Doutor Pedrinho"
"100.00","Santo Antônio do Palma"
"19.89","Manicoré"
"72.94","Arroio Grande"
"74.32","Florianópolis"
"80.35","Timbé do Sul"
"8.14","São Benedito do Rio Preto"
"35.29","Patos do Piauí"
"36.76","Jerumenha"
"50.00","Cuité de Mamanguape"
"64.70","Rio das Antas"
"40.38","Caiçara do Rio do Vento"
"79.45","Caracol"
"51.11","Itaocara"
"69.56","Graça"
"86.51","Damião"
"72.64","Piraí do Sul"
"68.81","Fundão"
"80.24","Bom Jardim de Goiás"
"74.19","Guaraciama"
"23.79","Gonçalves Dias"
"60.41","Madre de Deus de Minas"
"94.33","Pirangi"
"83.05","Xambrê"
"78.66","Itiquira"
"40.72","Belford Roxo"
"62.79","Veríssimo"
"60.90","Cubati"
"80.29","Paranacity"
"49.21","Carmópolis"
"42.10","Condado"
"82.69","Indiaporã"
"51.81","Mirandiba"
"84.37","Bias Fortes"
"92.85","Bento de Abreu"
"75.43","Major Sales"
"82.14","São João da Mata"
"42.20","Belo Campo"
"55.40","Lagoa Dourada"
"15.50","Icatu"
"68.00","Itirapuã"
"29.41","Palmeiras do Tocantins"
"40.78","Capela"
"84.07","Junqueirópolis"
"92.00","Cunhataí"
"70.10","Pelotas"
"11.11","Vitorino Freire"
"90.22","Rio Acima"
"85.00","Doutor Camargo"
"30.67","Borba"
"79.36","Guapé"
"47.53","Coremas"
"2.31","Brejo de Areia"
"59.98","Guanambi"
"12.13","Rondon do Pará"
"67.10","Cônego Marinho"
"26.13","Aral Moreira"
"90.36","Campina do Monte Alegre"
"38.15","Brejão"
"93.33","Corbélia"
"75.67","São Pedro do Iguaçu"
"57.35","Bonfinópolis de Minas"
"60.98","Caiapônia"
"29.65","Junqueiro"
"86.66","Rochedo de Minas"
"74.58","Domingos Martins"
"18.75","Amapá"
"66.07","Luzerna"
"11.76","Indiaroba"
"71.48","Itaberaí"
"11.61","Apicum-Açu"
"54.96","Pindoretama"
"15.15","Cidelândia"
"42.85","Cachoeira de Goiás"
"60.00","Alvorada do Norte"
"56.25","Piedade dos Gerais"
"17.17","Una"
"72.30","Lontras"
"21.87","Galinhos"
"48.20","Ituaçu"
"53.33","Lagoa do Barro do Piauí"
"12.73","Arataca"
"73.33","Ivolândia"
"42.92","Aporá"
"54.05","Tanque do Piauí"
"67.50","Lucrécia"
"38.14","São José dos Basílios"
"46.13","Anastácio"
"66.07","Caraá"
"55.05","Sangão"
"87.04","Angatuba"
"71.15","Nova União"
"72.22","Casimiro de Abreu"
"87.09","Mirador"
"8.38","Jenipapo dos Vieiras"
"71.17","Prudentópolis"
"76.33","Virginópolis"
"83.59","Conchal"
"73.61","Tocantins"
"91.30","Barra do Jacaré"
"32.29","Pariconha"
"78.60","Ipiranga"
"85.91","Chopinzinho"
"91.66","Boa Vista do Incra"
"40.33","Olho d'Água do Casado"
"46.72","Colinas do Tocantins"
"28.27","Cafarnaum"
"56.52","Curral Velho"
"42.51","Iraquara"
"72.00","Albertina"
"61.97","Mari"
"35.86","Água Fria"
"59.18","Luminárias"
"76.47","Bocaina de Minas"
"31.42","Ibitiara"
"85.95","Salto"
"78.12","Paverama"
"85.71","Aragoiânia"
"83.63","Pinhal Grande"
"54.45","Resplendor"
"75.60","Heitoraí"
"69.76","São José da Lagoa Tapada"
"61.96","Itaquiraí"
"60.96","Cristópolis"
"28.52","Itamaraju"
"64.17","Novorizonte"
"78.82","Juara"
"73.32","Contagem"
"68.81","Alto Paraguai"
"66.15","São Caitano"
"66.90","Ijuí"
"59.59","Serrania"
"49.56","Paraopeba"
"41.24","Itaquitinga"
"32.62","São João do Arraial"
"58.55","Capim"
"32.38","Ribeiro Gonçalves"
"56.41","Condado"
"62.60","Campo do Meio"
"52.43","Igaracy"
"59.37","Quatro Pontes"
"68.49","Santa Teresinha"
"82.53","Turvelândia"
"64.16","Marechal Cândido Rondon"
"48.57","Arapiraca"
"75.28","Cristal"
"5.03","Lago Verde"
"75.64","Barra do Bugres"
"69.04","Dom Bosco"
"55.97","Pindaí"
"45.67","Joaquim Nabuco"
"53.18","Euclides da Cunha"
"74.86","Tapes"
"21.97","Carrasco Bonito"
"47.26","Saubara"
"87.50","Perdões"
"91.30","Santa Rita do Trivelato"
"66.66","Ingaí"
"35.61","Serra do Navio"
"16.41","Barcelos"
"52.04","Mantenópolis"
"91.56","Bituruna"
"74.33","Castanheira"
"60.00","Lucianópolis"
"15.84","Itapé"
"65.06","Feliz Natal"
"72.22","Oliveira Fortes"
"44.39","Piúma"
"12.13","Araguanã"
"20.87","Boa Vista do Ramos"
"90.90","Jeriquara"
"24.48","Bonfim"
"63.26","Juazeiro do Norte"
"87.50","Aloândia"
"76.98","Charqueadas"
"73.97","Cabaceiras"
"97.14","Rancho Alegre D'Oeste"
"80.64","Araçu"
"53.03","Lajedinho"
"54.06","Camocim de São Félix"
"27.24","São Domingos do Maranhão"
"60.49","Barra Bonita"
"40.47","Bandeirantes do Tocantins"
"54.32","Ecoporanga"
"66.72","Cuiabá"
"75.38","Novo Horizonte do Sul"
"88.46","Brazabrantes"
"76.61","Angélica"
"82.05","Faria Lemos"
"79.16","Mallet"
"70.00","São José do Alegre"
"31.65","Nova Mamoré"
"48.00","São José do Jacuri"
"33.12","Dois Riachos"
"42.21","Igaci"
"88.57","Renascença"
"53.16","Gurinhém"
"80.24","Macatuba"
"78.75","Siqueira Campos"
"74.19","Itambé do Mato Dentro"
"54.05","Erval Velho"
"64.28","Ibiam"
"66.86","Nova Serrana"
"66.66","Jesúpolis"
"64.38","Espigão Alto do Iguaçu"
"95.97","Paraíso do Norte"
"52.34","Nova Olinda"
"84.61","Coqueiros do Sul"
"24.72","Além Paraíba"
"62.67","Carandaí"
"63.17","Nova Alvorada do Sul"
"52.33","São João d'Aliança"
"77.89","Barbosa"
"54.74","Edéia"
"78.61","Pereira Barreto"
"78.40","Coronel Freitas"
"68.09","Arroio dos Ratos"
"41.17","Santana dos Montes"
"0","Pinto Bandeira"
"79.81","Pérola"
"48.78","Água Fria de Goiás"
"39.89","Augustinópolis"
"36.32","Mutuípe"
"49.36","Antônio João"
"69.57","Itacarambi"
"76.80","Sericita"
"59.47","Lajedo"
"10.85","Codó"
"34.42","Bela Vista do Toldo"
"89.90","Santa Cruz das Palmeiras"
"94.31","Jaborandi"
"10.52","Tufilândia"
"62.78","Simonésia"
"14.45","Sucupira do Norte"
"78.26","Coroados"
"43.53","Quiterianópolis"
"80.88","Carnaubal"
"35.36","Gongogi"
"66.66","Pongaí"
"20.55","Crisópolis"
"73.68","Santana da Vargem"
"91.66","São Jorge do Patrocínio"
"94.32","Itajobi"
"48.47","Otacílio Costa"
"67.53","Santa Rita de Caldas"
"61.76","Crisólita"
"26.39","Itinga do Maranhão"
"83.33","Giruá"
"44.44","Monteiro Lobato"
"41.74","Natuba"
"55.51","Armação dos Búzios"
"50.49","Barroquinha"
"75.71","Pedra Bela"
"69.56","Gaurama"
"72.72","Novo São Joaquim"
"18.79","Cruzeiro do Sul"
"39.77","Flores de Goiás"
"51.11","Colinas do Sul"
"59.25","Machados"
"85.45","Rio Claro"
"83.87","Ivaté"
"52.75","Porto Nacional"
"35.78","São João da Varjota"
"5.41","São Domingos do Araguaia"
"77.22","Iaciara"
"44.34","Piripá"
"100.00","Travesseiro"
"67.10","Jacaraci"
"92.00","Águas Frias"
"76.25","Pariquera-Açu"
"84.76","Estância Velha"
"87.86","Serafina Corrêa"
"64.98","Rio Grande"
"92.18","Marília"
"93.22","Guararapes"
"98.18","Itaiçaba"
"75.67","Lindóia"
"45.49","Maribondo"
"81.32","Dois Irmãos"
"77.35","Lastro"
"48.94","Itapagé"
"46.96","Itamarandiba"
"88.99","Monte Belo"
"86.27","Castelândia"
"59.52","Cabedelo"
"95.97","Horizontina"
"15.62","Tibau"
"54.62","Monte Castelo"
"80.97","Palmeira"
"50.61","Jatobá do Piauí"
"49.31","Ananindeua"
"72.80","Piraju"
"93.68","Montezuma"
"65.64","Mirabela"
"37.89","Ibititá"
"53.31","Juatuba"
"67.46","Pacujá"
"86.92","Barbosa Ferraz"
"76.41","Bonfinópolis"
"92.00","Nova Alvorada"
"59.09","Mucurici"
"60.00","União do Oeste"
"67.02","Pacoti"
"51.40","Engenheiro Caldas"
